Date Time,p (mbar),T (degC),rh (%)
30.01.2011 17:50:00,994.65,-5.43,90.6
30.01.2011 18:00:00,994.74,-5.4,90.8
30.01.2011 18:10:00,994.8,-5.47,91.1
30.01.2011 18:20:00,994.88,-5.52,91.2
30.01.2011 18:30:00,994.93,-5.59,91.2
30.01.2011 18:40:00,995.02,-5.57,91.4
30.01.2011 18:50:00,994.98,-5.53,91.2
30.01.2011 19:00:00,995.08,-5.62,90.9
30.01.2011 19:10:00,995.19,-5.64,91.0
30.01.2011 19:20:00,995.27,-5.65,91.2
30.01.2011 19:30:00,995.34,-5.67,91.0
30.01.2011 19:40:00,995.38,-5.71,91.2
30.01.2011 19:50:00,995.4,-5.69,91.6
30.01.2011 20:00:00,995.39,-5.69,90.9
30.01.2011 20:10:00,995.41,-5.78,90.8
30.01.2011 20:20:00,995.43,-5.86,90.7
30.01.2011 20:30:00,995.5,-5.83,90.6
30.01.2011 20:40:00,995.52,-5.86,90.2
30.01.2011 20:50:00,995.66,-5.86,90.2
30.01.2011 21:00:00,995.75,-5.92,89.8
30.01.2011 21:10:00,995.76,-6.03,89.8
30.01.2011 21:20:00,995.87,-6.07,90.6
30.01.2011 21:30:00,995.91,-6.19,90.6
30.01.2011 21:40:00,995.92,-6.38,90.5
30.01.2011 21:50:00,995.99,-6.38,90.5
30.01.2011 22:00:00,996.04,-6.53,90.8
30.01.2011 22:10:00,996.08,-6.57,91.2
30.01.2011 22:20:00,996.07,-6.52,91.7
30.01.2011 22:30:00,996.11,-6.47,91.7
30.01.2011 22:40:00,996.1,-6.43,91.7
30.01.2011 22:50:00,996.11,-6.39,91.6
30.01.2011 23:00:00,996.22,-6.36,91.2
30.01.2011 23:10:00,996.18,-6.47,91.0
30.01.2011 23:20:00,996.16,-6.54,91.1
30.01.2011 23:30:00,996.16,-6.62,91.3
30.01.2011 23:40:00,996.24,-6.6,91.4
30.01.2011 23:50:00,996.23,-6.58,91.2
31.01.2011 00:00:00,996.23,-6.52,90.9
31.01.2011 00:10:00,996.26,-6.44,90.3
31.01.2011 00:20:00,996.3,-6.43,90.4
31.01.2011 00:30:00,996.26,-6.4,90.4
31.01.2011 00:40:00,996.28,-6.4,90.7
31.01.2011 00:50:00,996.24,-6.46,90.8
31.01.2011 01:00:00,996.2,-6.54,90.7
31.01.2011 01:10:00,996.19,-6.57,89.8
31.01.2011 01:20:00,996.12,-6.53,89.4
31.01.2011 01:30:00,996.01,-6.52,89.2
31.01.2011 01:40:00,996.01,-6.5,89.5
31.01.2011 01:50:00,996.01,-6.47,89.6
31.01.2011 02:00:00,996.01,-6.62,89.7
31.01.2011 02:10:00,996.01,-6.66,90.1
31.01.2011 02:20:00,996.02,-6.6,89.8
31.01.2011 02:30:00,996.03,-6.69,89.5
31.01.2011 02:40:00,996.11,-6.81,89.5
31.01.2011 02:50:00,996.09,-6.83,89.4
31.01.2011 03:00:00,996.02,-6.93,89.5
31.01.2011 03:10:00,995.9,-6.97,89.6
31.01.2011 03:20:00,995.87,-6.9,90.0
31.01.2011 03:30:00,995.79,-6.91,89.3
31.01.2011 03:40:00,995.76,-7.12,90.3
31.01.2011 03:50:00,995.77,-7.11,90.6
31.01.2011 04:00:00,995.75,-7.14,90.6
31.01.2011 04:10:00,995.66,-7.24,90.7
31.01.2011 04:20:00,995.63,-7.32,91.1
31.01.2011 04:30:00,995.64,-7.39,91.5
31.01.2011 04:40:00,995.71,-7.31,91.4
31.01.2011 04:50:00,995.75,-7.34,91.2
31.01.2011 05:00:00,995.71,-7.4,90.9
31.01.2011 05:10:00,995.67,-7.47,91.4
31.01.2011 05:20:00,995.64,-7.53,91.6
31.01.2011 05:30:00,995.61,-7.59,92.0
31.01.2011 05:40:00,995.61,-7.57,91.9
31.01.2011 05:50:00,995.6,-7.53,92.0
31.01.2011 06:00:00,995.7,-7.41,91.7
31.01.2011 06:10:00,995.77,-7.42,91.1
31.01.2011 06:20:00,995.83,-7.49,91.1
31.01.2011 06:30:00,995.88,-7.56,91.1
31.01.2011 06:40:00,995.98,-7.61,91.2
31.01.2011 06:50:00,996.0,-7.63,91.2
31.01.2011 07:00:00,995.9,-7.67,91.1
31.01.2011 07:10:00,996.01,-7.63,91.3
31.01.2011 07:20:00,995.96,-7.71,91.0
31.01.2011 07:30:00,995.88,-7.7,91.5
31.01.2011 07:40:00,995.96,-7.68,91.3
31.01.2011 07:50:00,996.25,-7.79,91.8
31.01.2011 08:00:00,996.33,-7.87,92.0
31.01.2011 08:10:00,996.46,-7.85,91.9
31.01.2011 08:20:00,996.7,-7.76,91.3
31.01.2011 08:30:00,996.85,-7.86,91.1
31.01.2011 08:40:00,996.87,-7.92,91.7
31.01.2011 08:50:00,996.97,-8.02,91.5
31.01.2011 09:00:00,997.01,-7.91,92.1
31.01.2011 09:10:00,997.1,-7.93,91.1
31.01.2011 09:20:00,997.1,-8.06,91.3
31.01.2011 09:30:00,997.11,-8.23,91.7
31.01.2011 09:40:00,997.11,-8.22,91.4
31.01.2011 09:50:00,997.12,-8.12,90.6
31.01.2011 10:00:00,997.08,-7.85,89.8
31.01.2011 10:10:00,997.01,-7.52,87.6
31.01.2011 10:20:00,996.99,-7.58,87.4
31.01.2011 10:30:00,997.07,-7.74,87.8
31.01.2011 10:40:00,997.17,-7.6,87.9
31.01.2011 10:50:00,997.37,-7.26,87.1
31.01.2011 11:00:00,997.46,-6.77,84.6
31.01.2011 11:10:00,997.39,-6.63,83.0
31.01.2011 11:20:00,997.37,-6.56,82.8
31.01.2011 11:30:00,997.47,-6.34,82.0
31.01.2011 11:40:00,997.44,-6.13,81.4
31.01.2011 11:50:00,997.48,-6.02,81.3
31.01.2011 12:00:00,997.46,-5.61,80.1
31.01.2011 12:10:00,997.35,-4.99,78.1
31.01.2011 12:20:00,997.34,-4.97,78.4
31.01.2011 12:30:00,997.25,-4.92,79.2
31.01.2011 12:40:00,997.25,-4.55,77.6
31.01.2011 12:50:00,997.11,-4.68,78.0
31.01.2011 13:00:00,997.0,-4.47,77.9
31.01.2011 13:10:00,997.04,-3.98,76.9
31.01.2011 13:20:00,997.06,-3.27,74.7
31.01.2011 13:30:00,996.89,-3.03,73.7
31.01.2011 13:40:00,996.88,-2.76,72.7
31.01.2011 13:50:00,996.7,-2.9,74.2
31.01.2011 14:00:00,996.61,-3.34,77.0
31.01.2011 14:10:00,996.59,-3.34,77.4
31.01.2011 14:20:00,996.63,-3.32,77.6
31.01.2011 14:30:00,996.61,-3.36,77.5
31.01.2011 14:40:00,996.57,-3.19,76.7
31.01.2011 14:50:00,996.5,-3.17,76.6
31.01.2011 15:00:00,996.44,-2.92,76.1
31.01.2011 15:10:00,996.47,-2.97,75.8
31.01.2011 15:20:00,996.56,-3.1,76.2
31.01.2011 15:30:00,996.58,-3.36,77.0
31.01.2011 15:40:00,996.55,-3.34,77.2
31.01.2011 15:50:00,996.58,-3.44,77.4
31.01.2011 16:00:00,996.65,-3.71,78.5
31.01.2011 16:10:00,996.78,-3.99,79.5
31.01.2011 16:20:00,996.99,-4.52,81.3
31.01.2011 16:30:00,996.86,-4.55,82.5
31.01.2011 16:40:00,996.76,-4.64,82.6
31.01.2011 16:50:00,996.75,-4.82,83.8
31.01.2011 17:00:00,996.81,-4.91,84.7
31.01.2011 17:10:00,996.97,-4.85,84.5
31.01.2011 17:20:00,996.92,-4.94,84.6
31.01.2011 17:30:00,997.0,-4.96,84.6
31.01.2011 17:40:00,997.24,-5.23,84.5
31.01.2011 17:50:00,997.46,-5.99,86.6
31.01.2011 18:00:00,997.6,-6.45,89.4
31.01.2011 18:10:00,997.73,-6.67,91.6
31.01.2011 18:20:00,997.83,-6.71,92.8
31.01.2011 18:30:00,998.01,-6.7,93.3
31.01.2011 18:40:00,998.1,-6.61,93.6
31.01.2011 18:50:00,998.21,-6.47,93.7
31.01.2011 19:00:00,998.33,-6.38,93.6
31.01.2011 19:10:00,998.45,-6.31,93.4
31.01.2011 19:20:00,998.45,-6.24,93.2
31.01.2011 19:30:00,998.43,-6.14,93.1
31.01.2011 19:40:00,998.34,-6.09,92.3
31.01.2011 19:50:00,998.34,-5.98,91.9
31.01.2011 20:00:00,998.43,-6.14,90.8
31.01.2011 20:10:00,998.45,-6.39,91.9
31.01.2011 20:20:00,998.58,-6.44,92.5
31.01.2011 20:30:00,998.57,-6.57,92.7
31.01.2011 20:40:00,998.69,-6.58,92.6
31.01.2011 20:50:00,998.71,-6.63,93.2
31.01.2011 21:00:00,998.63,-6.54,92.6
31.01.2011 21:10:00,998.68,-6.73,92.3
31.01.2011 21:20:00,998.7,-6.82,92.6
31.01.2011 21:30:00,998.73,-6.91,92.7
31.01.2011 21:40:00,998.75,-6.89,93.1
31.01.2011 21:50:00,998.83,-6.98,93.1
31.01.2011 22:00:00,998.74,-7.03,93.3
31.01.2011 22:10:00,998.74,-7.05,93.8
31.01.2011 22:20:00,998.61,-7.06,93.8
31.01.2011 22:30:00,998.5,-7.15,93.9
31.01.2011 22:40:00,998.43,-7.26,94.0
31.01.2011 22:50:00,998.46,-7.38,93.9
31.01.2011 23:00:00,998.58,-7.31,94.0
31.01.2011 23:10:00,998.59,-7.3,93.5
31.01.2011 23:20:00,998.61,-7.24,93.6
31.01.2011 23:30:00,998.58,-7.16,93.5
31.01.2011 23:40:00,998.56,-7.17,93.3
31.01.2011 23:50:00,998.47,-7.18,93.9
01.02.2011 00:00:00,998.44,-7.1,93.8
01.02.2011 00:10:00,998.39,-7.09,93.8
01.02.2011 00:20:00,998.46,-6.86,94.0
01.02.2011 00:30:00,998.58,-6.65,92.8
01.02.2011 00:40:00,998.55,-6.84,92.1
01.02.2011 00:50:00,998.46,-7.14,92.7
01.02.2011 01:00:00,998.46,-7.21,93.4
01.02.2011 01:10:00,998.45,-7.4,93.2
01.02.2011 01:20:00,998.46,-7.59,93.5
01.02.2011 01:30:00,998.48,-7.68,93.6
01.02.2011 01:40:00,998.46,-7.66,93.6
01.02.2011 01:50:00,998.35,-7.64,93.6
01.02.2011 02:00:00,998.34,-7.58,93.8
01.02.2011 02:10:00,998.35,-7.49,93.9
01.02.2011 02:20:00,998.34,-7.37,94.0
01.02.2011 02:30:00,998.38,-7.32,94.0
01.02.2011 02:40:00,998.52,-7.33,94.3
01.02.2011 02:50:00,998.5,-7.37,94.5
01.02.2011 03:00:00,998.44,-7.32,94.8
01.02.2011 03:10:00,998.43,-7.33,94.7
01.02.2011 03:20:00,998.3,-7.43,95.0
01.02.2011 03:30:00,998.34,-7.48,94.6
01.02.2011 03:40:00,998.48,-7.82,94.6
01.02.2011 03:50:00,998.51,-7.95,95.0
01.02.2011 04:00:00,998.56,-8.1,95.2
01.02.2011 04:10:00,998.5,-8.19,95.4
01.02.2011 04:20:00,998.46,-8.25,95.6
01.02.2011 04:30:00,998.47,-8.27,95.6
01.02.2011 04:40:00,998.44,-8.32,95.3
01.02.2011 04:50:00,998.34,-8.39,95.2
01.02.2011 05:00:00,998.34,-8.36,95.2
01.02.2011 05:10:00,998.35,-8.23,95.2
01.02.2011 05:20:00,998.34,-8.24,95.0
01.02.2011 05:30:00,998.33,-8.25,95.1
01.02.2011 05:40:00,998.34,-8.2,95.2
01.02.2011 05:50:00,998.33,-8.08,95.3
01.02.2011 06:00:00,998.33,-7.83,95.1
01.02.2011 06:10:00,998.34,-7.91,94.3
01.02.2011 06:20:00,998.3,-8.08,94.4
01.02.2011 06:30:00,998.22,-8.12,94.9
01.02.2011 06:40:00,998.24,-8.05,95.3
01.02.2011 06:50:00,998.33,-7.89,95.3
01.02.2011 07:00:00,998.35,-7.78,95.0
01.02.2011 07:10:00,998.33,-7.81,94.7
01.02.2011 07:20:00,998.3,-8.17,93.6
01.02.2011 07:30:00,998.36,-8.18,94.8
01.02.2011 07:40:00,998.34,-7.82,93.6
01.02.2011 07:50:00,998.38,-7.95,92.6
01.02.2011 08:00:00,998.45,-7.97,92.3
01.02.2011 08:10:00,998.46,-8.13,92.0
01.02.2011 08:20:00,998.46,-8.39,92.7
01.02.2011 08:30:00,998.52,-8.14,93.0
01.02.2011 08:40:00,998.58,-8.13,92.5
01.02.2011 08:50:00,998.68,-8.09,92.9
01.02.2011 09:00:00,998.64,-8.16,93.2
01.02.2011 09:10:00,998.7,-8.16,93.4
01.02.2011 09:20:00,998.7,-8.42,92.9
01.02.2011 09:30:00,998.8,-8.76,92.8
01.02.2011 09:40:00,998.81,-9.29,92.8
01.02.2011 09:50:00,998.84,-9.52,93.2
01.02.2011 10:00:00,998.84,-9.34,92.4
01.02.2011 10:10:00,998.79,-8.93,90.1
01.02.2011 10:20:00,998.71,-8.54,87.9
01.02.2011 10:30:00,998.67,-8.14,85.7
01.02.2011 10:40:00,998.61,-7.64,84.6
01.02.2011 10:50:00,998.59,-6.96,82.1
01.02.2011 11:00:00,998.58,-6.4,79.5
01.02.2011 11:10:00,998.4,-6.29,78.6
01.02.2011 11:20:00,998.32,-6.11,78.9
01.02.2011 11:30:00,998.28,-5.79,77.5
01.02.2011 11:40:00,998.13,-5.57,76.5
01.02.2011 11:50:00,998.05,-5.22,76.8
01.02.2011 12:00:00,998.0,-4.69,75.7
01.02.2011 12:10:00,997.95,-4.43,75.7
01.02.2011 12:20:00,997.92,-3.99,73.4
01.02.2011 12:30:00,997.81,-3.79,73.4
01.02.2011 12:40:00,997.64,-3.5,72.8
01.02.2011 12:50:00,997.5,-3.29,72.5
01.02.2011 13:00:00,997.36,-2.95,71.8
01.02.2011 13:10:00,997.24,-2.83,72.3
01.02.2011 13:20:00,997.12,-2.49,71.2
01.02.2011 13:30:00,996.98,-2.5,72.3
01.02.2011 13:40:00,996.82,-2.37,72.7
01.02.2011 13:50:00,996.71,-2.04,72.6
01.02.2011 14:00:00,996.55,-1.59,71.8
01.02.2011 14:10:00,996.42,-1.43,71.3
01.02.2011 14:20:00,996.28,-1.19,70.6
01.02.2011 14:30:00,996.19,-0.85,69.75
01.02.2011 14:40:00,996.06,-0.16,68.03
01.02.2011 14:50:00,996.03,0.17,65.94
01.02.2011 15:00:00,995.94,0.21,66.03
01.02.2011 15:10:00,995.97,0.33,65.93
01.02.2011 15:20:00,995.95,0.52,65.62
01.02.2011 15:30:00,995.94,0.41,65.46
01.02.2011 15:40:00,995.94,0.32,65.94
01.02.2011 15:50:00,995.89,0.29,66.01
01.02.2011 16:00:00,995.88,0.05,67.07
01.02.2011 16:10:00,995.82,-0.22,67.75
01.02.2011 16:20:00,995.86,-0.56,69.55
01.02.2011 16:30:00,995.97,-0.8,71.1
01.02.2011 16:40:00,996.12,-0.83,70.5
01.02.2011 16:50:00,996.13,-1.16,72.6
01.02.2011 17:00:00,996.19,-1.48,74.2
01.02.2011 17:10:00,996.27,-1.73,75.7
01.02.2011 17:20:00,996.38,-2.07,77.4
01.02.2011 17:30:00,996.46,-2.38,79.0
01.02.2011 17:40:00,996.63,-2.38,78.7
01.02.2011 17:50:00,996.73,-2.56,79.3
01.02.2011 18:00:00,996.78,-2.73,80.1
01.02.2011 18:10:00,996.75,-2.9,80.3
01.02.2011 18:20:00,996.86,-3.31,81.8
01.02.2011 18:30:00,996.89,-3.21,78.3
01.02.2011 18:40:00,997.01,-3.27,76.0
01.02.2011 18:50:00,997.05,-3.45,74.8
01.02.2011 19:00:00,997.19,-3.88,74.6
01.02.2011 19:10:00,997.21,-4.35,75.3
01.02.2011 19:20:00,997.2,-4.61,75.6
01.02.2011 19:30:00,997.24,-4.76,75.6
01.02.2011 19:40:00,997.14,-4.82,75.3
01.02.2011 19:50:00,997.11,-4.89,74.5
01.02.2011 20:00:00,997.18,-5.04,74.1
01.02.2011 20:10:00,997.18,-5.26,74.0
01.02.2011 20:20:00,997.2,-5.27,73.0
01.02.2011 20:30:00,997.39,-5.57,73.2
01.02.2011 20:40:00,997.36,-5.74,73.6
01.02.2011 20:50:00,997.43,-5.86,72.6
01.02.2011 21:00:00,997.55,-5.86,71.1
01.02.2011 21:10:00,997.73,-5.84,71.0
01.02.2011 21:20:00,997.79,-6.44,73.6
01.02.2011 21:30:00,998.04,-6.38,72.0
01.02.2011 21:40:00,998.16,-6.31,71.1
01.02.2011 21:50:00,998.3,-6.4,72.3
01.02.2011 22:00:00,998.32,-6.83,73.4
01.02.2011 22:10:00,998.42,-7.05,74.6
01.02.2011 22:20:00,998.46,-7.14,75.7
01.02.2011 22:30:00,998.54,-7.41,77.4
01.02.2011 22:40:00,998.72,-7.37,77.9
01.02.2011 22:50:00,998.71,-7.5,78.3
01.02.2011 23:00:00,998.78,-7.64,79.5
01.02.2011 23:10:00,998.9,-7.67,79.8
01.02.2011 23:20:00,999.01,-7.68,79.8
01.02.2011 23:30:00,999.02,-7.65,80.6
01.02.2011 23:40:00,999.08,-7.87,81.2
01.02.2011 23:50:00,999.1,-7.99,82.2
02.02.2011 00:00:00,999.13,-8.13,82.1
02.02.2011 00:10:00,999.28,-8.27,82.4
02.02.2011 00:20:00,999.47,-8.24,82.8
02.02.2011 00:30:00,999.51,-8.16,82.3
02.02.2011 00:40:00,999.61,-8.39,82.2
02.02.2011 00:50:00,999.7,-8.59,83.0
02.02.2011 01:00:00,999.83,-8.54,83.3
02.02.2011 01:10:00,999.86,-8.38,83.1
02.02.2011 01:20:00,999.9,-8.48,82.7
02.02.2011 01:30:00,999.94,-8.34,83.5
02.02.2011 01:40:00,1000.04,-7.9,82.7
02.02.2011 01:50:00,1000.06,-7.51,81.4
02.02.2011 02:00:00,1000.13,-7.47,81.8
02.02.2011 02:10:00,1000.17,-7.51,82.2
02.02.2011 02:20:00,1000.14,-7.45,82.8
02.02.2011 02:30:00,1000.16,-7.43,83.3
02.02.2011 02:40:00,1000.06,-7.32,83.2
02.02.2011 02:50:00,999.97,-7.18,82.8
02.02.2011 03:00:00,999.96,-7.09,82.2
02.02.2011 03:10:00,999.93,-6.94,82.0
02.02.2011 03:20:00,999.83,-6.97,82.1
02.02.2011 03:30:00,999.77,-6.9,82.8
02.02.2011 03:40:00,999.69,-6.85,84.0
02.02.2011 03:50:00,999.72,-6.79,85.3
02.02.2011 04:00:00,999.78,-6.67,85.8
02.02.2011 04:10:00,999.83,-6.62,86.9
02.02.2011 04:20:00,999.96,-6.53,88.2
02.02.2011 04:30:00,1000.06,-6.62,89.8
02.02.2011 04:40:00,1000.08,-6.67,91.7
02.02.2011 04:50:00,1000.17,-6.62,92.7
02.02.2011 05:00:00,1000.32,-6.54,93.2
02.02.2011 05:10:00,1000.41,-6.43,93.7
02.02.2011 05:20:00,1000.38,-6.26,93.6
02.02.2011 05:30:00,1000.33,-6.21,94.1
02.02.2011 05:40:00,1000.35,-6.21,94.4
02.02.2011 05:50:00,1000.5,-6.13,94.7
02.02.2011 06:00:00,1000.53,-5.94,95.0
02.02.2011 06:10:00,1000.67,-5.89,94.6
02.02.2011 06:20:00,1000.76,-5.92,94.8
02.02.2011 06:30:00,1000.8,-5.89,95.1
02.02.2011 06:40:00,1000.74,-5.79,95.3
02.02.2011 06:50:00,1000.79,-5.67,95.4
02.02.2011 07:00:00,1000.9,-5.52,95.4
02.02.2011 07:10:00,1000.96,-5.43,95.1
02.02.2011 07:20:00,1001.1,-5.36,94.8
02.02.2011 07:30:00,1001.14,-5.29,94.7
02.02.2011 07:40:00,1001.15,-5.22,94.5
02.02.2011 07:50:00,1001.27,-4.96,94.5
02.02.2011 08:00:00,1001.29,-4.74,93.4
02.02.2011 08:10:00,1001.29,-4.8,93.0
02.02.2011 08:20:00,1001.29,-4.7,93.3
02.02.2011 08:30:00,1001.36,-4.37,92.5
02.02.2011 08:40:00,1001.41,-4.41,91.7
02.02.2011 08:50:00,1001.49,-4.37,92.1
02.02.2011 09:00:00,1001.49,-4.23,92.0
02.02.2011 09:10:00,1001.48,-4.02,91.9
02.02.2011 09:20:00,1001.45,-3.86,91.2
02.02.2011 09:30:00,1001.53,-3.75,90.9
02.02.2011 09:40:00,1001.6,-3.54,91.1
02.02.2011 09:50:00,1001.66,-3.24,90.2
02.02.2011 10:00:00,1001.74,-3.15,89.0
02.02.2011 10:10:00,1001.92,-3.11,89.8
02.02.2011 10:20:00,1002.02,-2.99,89.3
02.02.2011 10:30:00,1002.03,-2.88,89.7
02.02.2011 10:40:00,1002.05,-2.62,89.5
02.02.2011 10:50:00,1002.15,-2.37,88.5
02.02.2011 11:00:00,1002.28,-2.23,87.6
02.02.2011 11:10:00,1002.34,-2.2,88.3
02.02.2011 11:20:00,1002.39,-2.12,87.7
02.02.2011 11:30:00,1002.34,-2.04,87.8
02.02.2011 11:40:00,1002.36,-1.7,87.8
02.02.2011 11:50:00,1002.45,-1.34,86.9
02.02.2011 12:00:00,1002.43,-0.96,87.1
02.02.2011 12:10:00,1002.32,-0.57,86.7
02.02.2011 12:20:00,1002.19,-0.36,86.3
02.02.2011 12:30:00,1002.1,-0.16,85.6
02.02.2011 12:40:00,1002.0,0.01,85.0
02.02.2011 12:50:00,1001.92,0.14,84.1
02.02.2011 13:00:00,1001.91,0.34,83.3
02.02.2011 13:10:00,1001.84,0.25,83.5
02.02.2011 13:20:00,1001.77,0.11,84.0
02.02.2011 13:30:00,1001.69,0.04,84.0
02.02.2011 13:40:00,1001.68,0.13,84.2
02.02.2011 13:50:00,1001.44,0.03,83.8
02.02.2011 14:00:00,1001.48,0.17,83.6
02.02.2011 14:10:00,1001.51,0.5,82.4
02.02.2011 14:20:00,1001.32,0.78,80.8
02.02.2011 14:30:00,1001.18,0.96,79.5
02.02.2011 14:40:00,1001.18,1.29,77.9
02.02.2011 14:50:00,1001.15,1.43,77.1
02.02.2011 15:00:00,1001.02,1.46,76.8
02.02.2011 15:10:00,1000.94,1.39,77.1
02.02.2011 15:20:00,1000.97,1.49,76.7
02.02.2011 15:30:00,1001.12,1.75,76.0
02.02.2011 15:40:00,1001.16,2.19,74.4
02.02.2011 15:50:00,1000.96,2.17,73.7
02.02.2011 16:00:00,1000.79,1.65,75.0
02.02.2011 16:10:00,1000.98,1.46,75.2
02.02.2011 16:20:00,1001.19,1.2,75.2
02.02.2011 16:30:00,1001.24,0.75,76.8
02.02.2011 16:40:00,1001.31,0.32,77.0
02.02.2011 16:50:00,1001.4,-0.09,75.6
02.02.2011 17:00:00,1001.38,-0.31,76.0
02.02.2011 17:10:00,1001.26,-0.57,76.4
02.02.2011 17:20:00,1001.07,-0.8,76.8
02.02.2011 17:30:00,1000.89,-1.15,78.8
02.02.2011 17:40:00,1000.75,-1.35,78.9
02.02.2011 17:50:00,1000.59,-1.23,77.6
02.02.2011 18:00:00,1000.77,-1.14,77.1
02.02.2011 18:10:00,1000.79,-1.24,77.7
02.02.2011 18:20:00,1000.94,-1.47,79.3
02.02.2011 18:30:00,1001.08,-1.55,79.6
02.02.2011 18:40:00,1001.09,-1.63,80.5
02.02.2011 18:50:00,1001.02,-1.88,81.1
02.02.2011 19:00:00,1001.03,-1.93,80.6
02.02.2011 19:10:00,1000.92,-2.02,80.5
02.02.2011 19:20:00,1000.93,-1.99,80.6
02.02.2011 19:30:00,1000.94,-2.13,81.5
02.02.2011 19:40:00,1000.89,-2.49,83.4
02.02.2011 19:50:00,1000.89,-2.76,84.8
02.02.2011 20:00:00,1000.88,-2.84,85.1
02.02.2011 20:10:00,1000.85,-2.97,85.4
02.02.2011 20:20:00,1000.69,-3.16,85.7
02.02.2011 20:30:00,1000.57,-3.33,86.7
02.02.2011 20:40:00,1000.6,-3.31,86.6
02.02.2011 20:50:00,1000.48,-3.39,86.8
02.02.2011 21:00:00,1000.44,-3.37,86.9
02.02.2011 21:10:00,1000.43,-3.35,86.8
02.02.2011 21:20:00,1000.46,-3.27,86.4
02.02.2011 21:30:00,1000.45,-3.17,85.8
02.02.2011 21:40:00,1000.4,-3.17,85.9
02.02.2011 21:50:00,1000.32,-3.1,85.7
02.02.2011 22:00:00,1000.29,-3.0,85.4
02.02.2011 22:10:00,1000.1,-3.0,85.3
02.02.2011 22:20:00,1000.05,-2.83,84.6
02.02.2011 22:30:00,999.97,-2.76,84.0
02.02.2011 22:40:00,999.83,-2.83,84.3
02.02.2011 22:50:00,999.8,-2.83,84.5
02.02.2011 23:00:00,999.77,-2.82,84.9
02.02.2011 23:10:00,999.69,-2.81,84.9
02.02.2011 23:20:00,999.68,-2.86,85.1
02.02.2011 23:30:00,999.55,-2.78,84.7
02.02.2011 23:40:00,999.53,-2.62,83.9
02.02.2011 23:50:00,999.46,-2.51,83.8
03.02.2011 00:00:00,999.39,-2.37,82.9
03.02.2011 00:10:00,999.26,-2.44,82.9
03.02.2011 00:20:00,999.1,-2.58,83.5
03.02.2011 00:30:00,999.08,-2.48,83.4
03.02.2011 00:40:00,999.07,-2.37,82.8
03.02.2011 00:50:00,999.03,-2.37,83.0
03.02.2011 01:00:00,998.96,-2.36,82.7
03.02.2011 01:10:00,998.9,-2.48,82.5
03.02.2011 01:20:00,998.72,-2.64,83.0
03.02.2011 01:30:00,998.6,-2.76,83.1
03.02.2011 01:40:00,998.48,-2.87,83.8
03.02.2011 01:50:00,998.5,-2.92,84.3
03.02.2011 02:00:00,998.42,-2.99,84.5
03.02.2011 02:10:00,998.33,-3.05,84.8
03.02.2011 02:20:00,998.33,-3.1,84.9
03.02.2011 02:30:00,998.27,-2.92,84.5
03.02.2011 02:40:00,998.2,-2.71,83.2
03.02.2011 02:50:00,998.13,-2.63,83.2
03.02.2011 03:00:00,997.96,-2.52,82.6
03.02.2011 03:10:00,997.84,-2.51,82.7
03.02.2011 03:20:00,997.73,-2.32,82.5
03.02.2011 03:30:00,997.65,-2.24,82.0
03.02.2011 03:40:00,997.46,-2.28,82.3
03.02.2011 03:50:00,997.37,-2.27,81.9
03.02.2011 04:00:00,997.4,-2.29,82.2
03.02.2011 04:10:00,997.3,-2.43,82.8
03.02.2011 04:20:00,997.24,-2.61,83.4
03.02.2011 04:30:00,997.21,-2.78,83.6
03.02.2011 04:40:00,997.24,-2.76,83.7
03.02.2011 04:50:00,997.35,-2.5,83.2
03.02.2011 05:00:00,997.26,-2.26,82.1
03.02.2011 05:10:00,997.26,-1.95,80.9
03.02.2011 05:20:00,997.16,-1.72,80.0
03.02.2011 05:30:00,997.01,-1.55,79.9
03.02.2011 05:40:00,996.97,-1.32,78.9
03.02.2011 05:50:00,996.92,-1.21,78.4
03.02.2011 06:00:00,996.89,-1.29,78.6
03.02.2011 06:10:00,996.82,-1.29,79.2
03.02.2011 06:20:00,996.83,-1.23,79.9
03.02.2011 06:30:00,996.81,-1.24,80.3
03.02.2011 06:40:00,996.81,-1.14,80.5
03.02.2011 06:50:00,996.8,-1.06,80.8
03.02.2011 07:00:00,996.79,-1.08,81.8
03.02.2011 07:10:00,996.75,-1.09,82.6
03.02.2011 07:20:00,996.77,-1.15,84.2
03.02.2011 07:30:00,996.86,-1.23,86.1
03.02.2011 07:40:00,996.89,-1.18,87.3
03.02.2011 07:50:00,996.9,-1.16,88.0
03.02.2011 08:00:00,996.96,-1.22,89.0
03.02.2011 08:10:00,996.99,-1.13,89.6
03.02.2011 08:20:00,997.26,-0.9,88.9
03.02.2011 08:30:00,997.4,-1.0,89.4
03.02.2011 08:40:00,997.41,-1.02,90.0
03.02.2011 08:50:00,997.46,-0.87,90.0
03.02.2011 09:00:00,997.43,-0.84,89.8
03.02.2011 09:10:00,997.44,-0.73,90.0
03.02.2011 09:20:00,997.42,-0.73,90.1
03.02.2011 09:30:00,997.41,-0.7,90.4
03.02.2011 09:40:00,997.54,-0.58,89.9
03.02.2011 09:50:00,997.63,-0.44,89.2
03.02.2011 10:00:00,997.7,-0.21,87.7
03.02.2011 10:10:00,997.76,-0.22,87.2
03.02.2011 10:20:00,997.84,-0.12,86.9
03.02.2011 10:30:00,997.94,0.02,85.9
03.02.2011 10:40:00,998.04,-0.01,86.2
